7;2021;10014078;2368200;2368200;86;133686;2719;11066
7;2021;10014078;2330458;2330458;86;133701;7519;30602
7;2021;10014078;2486652;2486652;89;133708;6839;26809
7;2021;10014078;2059126;2059126;87;133751;12592;56664
7;2021;10014078;2065525;2065525;87;133761;9825;44802
7;2021;10014078;2056291;2056291;87;133766;13733;55619
7;2021;10014078;1994930;1994930;87;133771;20404;89982
7;2021;10014078;2509202;2509202;89;133806;8998;35542
7;2021;10014078;2098717;2098717;89;133956;50900;199528
7;2021;10014078;2560356;2560356;88;133965;16634;65538
7;2021;10014078;2098512;2098512;86;200387;64064;260100
7;2021;10014078;2028263;2028263;89;200767;32048;132679
7;2021;10014078;2486679;2486679;89;200905;52347;221951
7;2021;10014078;2460432;2460432;89;200913;47045;192414
7;2021;10014078;2173468;2173468;89;200926;27430;114657
7;2021;10014078;2002965;2002965;81;520323;17501;73329
7;2021;10014078;2091348;2091348;81;520330;1392;5526
7;2021;10014078;2421585;2421585;81;520377;33624;147609
7;2021;10014078;2147017;2147017;81;520413;30885;129099
7;2021;10014078;2091046;2091046;81;520415;13420;57169
7;2021;10014078;2186217;2186217;81;520419;9054;38661
7;2021;10014078;2127261;2127261;81;520427;3678;16220
7;2021;10014078;2127237;2127237;81;520428;19916;83448
7;2021;10014078;2223066;2223066;81;520439;1102;4948
7;2021;10014078;2354233;2354233;81;520451;23797;100423
7;2021;10014078;2044200;2044200;81;520480;28245;122866
7;2021;10014078;2528169;2528169;81;520522;2377;9888
7;2021;10014078;2503409;2503409;81;520525;28579;117460
7;2021;10014078;2303876;2303876;81;520534;5197;21204
7;2021;10014078;2515652;2515652;81;520555;27321;110377
7;2021;10014078;2041782;2041782;81;520569;11770;48846
7;2021;10014078;2213605;2213605;81;520573;19793;77786
7;2021;10014078;2491966;2491966;81;520590;1144;4450
7;2021;10014078;2339129;2339129;81;520591;9040;34171
7;2021;10014078;2070928;2070928;81;520606;9307;36111
7;2021;10014078;2070871;2070871;81;520607;7127;27724
7;2021;10014078;2002761;2002761;81;520620;44362;170350
7;2021;10014078;2169096;2169096;81;520724;12359;54627
